,asset_name,date,opening_value,closing_value,period_yield
3472,Latin-amerikai részvény eszközalap,2025-12-22,1.2333,1.2333,0.0
3473,Magas kötvény arányú vegyes eszk. - D,2025-12-22,1.1119,1.1119,0.0
3474,Magas védelmû vegyes eszközalap,2025-12-22,1.1071,1.1071,0.0
3475,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-22,3.1561,3.1561,0.0
3476,Nyersanyagpiaci részvény eszközalap,2025-12-22,1.4567,1.4567,0.0
3477,Presztízs- és luxusmárkák rv. ea.,2025-12-22,3.7456,3.7456,0.0
3478,USA részvény eszközalap,2025-12-22,4.6351,4.6351,0.0
3479,Ázsia kötvény eszközalap,2025-12-22,2.2536,2.2536,0.0
3480,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-22,0.9501,0.9501,0.0
3481,Euró likviditás eszközalap - D,2025-12-22,0.925,0.925,0.0
3482,Európai ingatlancégek részv. eszközalap,2025-12-22,1.8057,1.8057,0.0
3483,Európai kötvény eszközalap - D,2025-12-22,1.2272,1.2272,0.0
3484,Európai részvény eszközalap,2025-12-22,2.701,2.701,0.0
3485,Európai vállalati kötvény eszközalap,2025-12-22,1.3221,1.3221,0.0
3486,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-22,1.1366,1.1366,0.0
3487,Fejlõdõ ázsiai részvény eszközalap,2025-12-22,2.3803,2.3803,0.0
3488,Fenntartható növekedés részvény eszk.,2025-12-22,3.1811,3.1811,0.0
3489,Globális egészségügyi részvény eszk.,2025-12-22,3.5698,3.5698,0.0
3490,Globális növekedési részvény eszközalap,2025-12-22,2.1376,2.1376,0.0
3491,Kiegyensúlyozott vegyes eszközalap - D,2025-12-22,1.4323,1.4323,0.0
3492,Latin-amerikai részvény eszközalap,2025-12-22,1.2333,1.2333,0.0
3493,Magas kötvény arányú vegyes eszk. - D,2025-12-22,1.1119,1.1119,0.0
3494,Magas védelmû vegyes eszközalap,2025-12-22,1.1071,1.1071,0.0
3495,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-22,3.1561,3.1561,0.0
3496,Nyersanyagpiaci részvény eszközalap,2025-12-22,1.4567,1.4567,0.0
3497,Presztízs- és luxusmárkák rv. ea.,2025-12-22,3.7456,3.7456,0.0
3498,USA részvény eszközalap,2025-12-22,4.6351,4.6351,0.0
3499,Ázsia kötvény eszközalap,2025-12-22,2.2536,2.2536,0.0
3500,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-23,0.9502,0.9522,0.0021
3501,Euró likviditás eszközalap - D,2025-12-23,0.9249,0.9252,0.0003
3502,Európai ingatlancégek részv. eszközalap,2025-12-23,1.8109,1.8128,0.001
3503,Európai kötvény eszközalap - D,2025-12-23,1.226,1.2296,0.0029
3504,Európai részvény eszközalap,2025-12-23,2.697,2.6997,0.001
3505,Európai vállalati kötvény eszközalap,2025-12-23,1.3216,1.3235,0.0014
3506,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-23,1.1365,1.1375,0.0009
3507,Fejlõdõ ázsiai részvény eszközalap,2025-12-23,2.3857,2.3822,-0.0015
3508,Fenntartható növekedés részvény eszk.,2025-12-23,3.1833,3.1966,0.0042
3509,Globális egészségügyi részvény eszk.,2025-12-23,3.5799,3.6056,0.0072
3510,Globális növekedési részvény eszközalap,2025-12-23,2.1438,2.1451,0.0006
3511,Kiegyensúlyozott vegyes eszközalap - D,2025-12-23,1.4343,1.438,0.0026
3512,Latin-amerikai részvény eszközalap,2025-12-23,1.2195,1.2345,0.0124
3513,Magas kötvény arányú vegyes eszk. - D,2025-12-23,1.1122,1.1152,0.0027
3514,Magas védelmû vegyes eszközalap,2025-12-23,1.1056,1.1055,-0.0001
3515,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-23,3.1295,3.1166,-0.0041
3516,Nyersanyagpiaci részvény eszközalap,2025-12-23,1.4703,1.4686,-0.0012
3517,Presztízs- és luxusmárkák rv. ea.,2025-12-23,3.7485,3.7244,-0.0064
3518,USA részvény eszközalap,2025-12-23,4.6495,4.6599,0.0022
3519,Ázsia kötvény eszközalap,2025-12-23,2.2497,2.2388,-0.0048
3520,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-29,0.9522,0.9522,0.0
3521,Euró likviditás eszközalap - D,2025-12-29,0.9252,0.9252,0.0
3522,Európai ingatlancégek részv. eszközalap,2025-12-29,1.8128,1.8128,0.0
3523,Európai kötvény eszközalap - D,2025-12-29,1.2296,1.2296,0.0
3524,Európai részvény eszközalap,2025-12-29,2.6997,2.6997,0.0
3525,Európai vállalati kötvény eszközalap,2025-12-29,1.3235,1.3235,0.0
3526,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-29,1.1375,1.1375,0.0
3527,Fejlõdõ ázsiai részvény eszközalap,2025-12-29,2.3822,2.3822,0.0
3528,Fenntartható növekedés részvény eszk.,2025-12-29,3.1966,3.1966,0.0
3529,Globális egészségügyi részvény eszk.,2025-12-29,3.6056,3.6056,0.0
3530,Globális növekedési részvény eszközalap,2025-12-29,2.1451,2.1451,0.0
3531,Kiegyensúlyozott vegyes eszközalap - D,2025-12-29,1.438,1.438,0.0
3532,Latin-amerikai részvény eszközalap,2025-12-29,1.2345,1.2345,0.0
3533,Magas kötvény arányú vegyes eszk. - D,2025-12-29,1.1152,1.1152,0.0
3534,Magas védelmû vegyes eszközalap,2025-12-29,1.1055,1.1055,0.0
3535,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-29,3.1166,3.1166,0.0
3536,Nyersanyagpiaci részvény eszközalap,2025-12-29,1.4686,1.4686,0.0
3537,Presztízs- és luxusmárkák rv. ea.,2025-12-29,3.7244,3.7244,0.0
3538,USA részvény eszközalap,2025-12-29,4.6599,4.6599,0.0
3539,Ázsia kötvény eszközalap,2025-12-29,2.2388,2.2388,0.0
3540,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-29,0.9522,0.9522,0.0
3541,Euró likviditás eszközalap - D,2025-12-29,0.9252,0.9252,0.0
3542,Európai ingatlancégek részv. eszközalap,2025-12-29,1.8128,1.8128,0.0
3543,Európai kötvény eszközalap - D,2025-12-29,1.2296,1.2296,0.0
3544,Európai részvény eszközalap,2025-12-29,2.6997,2.6997,0.0
3545,Európai vállalati kötvény eszközalap,2025-12-29,1.3235,1.3235,0.0
3546,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-29,1.1375,1.1375,0.0
3547,Fejlõdõ ázsiai részvény eszközalap,2025-12-29,2.3822,2.3822,0.0
3548,Fenntartható növekedés részvény eszk.,2025-12-29,3.1966,3.1966,0.0
3549,Globális egészségügyi részvény eszk.,2025-12-29,3.6056,3.6056,0.0
3550,Globális növekedési részvény eszközalap,2025-12-29,2.1451,2.1451,0.0
3551,Kiegyensúlyozott vegyes eszközalap - D,2025-12-29,1.438,1.438,0.0
3552,Latin-amerikai részvény eszközalap,2025-12-29,1.2345,1.2345,0.0
3553,Magas kötvény arányú vegyes eszk. - D,2025-12-29,1.1152,1.1152,0.0
3554,Magas védelmû vegyes eszközalap,2025-12-29,1.1055,1.1055,0.0
3555,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-29,3.1166,3.1166,0.0
3556,Nyersanyagpiaci részvény eszközalap,2025-12-29,1.4686,1.4686,0.0
3557,Presztízs- és luxusmárkák rv. ea.,2025-12-29,3.7244,3.7244,0.0
3558,USA részvény eszközalap,2025-12-29,4.6599,4.6599,0.0
3559,Ázsia kötvény eszközalap,2025-12-29,2.2388,2.2388,0.0
3560,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-29,0.9522,0.9522,0.0
3561,Euró likviditás eszközalap - D,2025-12-29,0.9252,0.9252,0.0
3562,Európai ingatlancégek részv. eszközalap,2025-12-29,1.8128,1.8128,0.0
3563,Európai kötvény eszközalap - D,2025-12-29,1.2296,1.2296,0.0
3564,Európai részvény eszközalap,2025-12-29,2.6997,2.6997,0.0
3565,Európai vállalati kötvény eszközalap,2025-12-29,1.3235,1.3235,0.0
3566,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-29,1.1375,1.1375,0.0
3567,Fejlõdõ ázsiai részvény eszközalap,2025-12-29,2.3822,2.3822,0.0
3568,Fenntartható növekedés részvény eszk.,2025-12-29,3.1966,3.1966,0.0
3569,Globális egészségügyi részvény eszk.,2025-12-29,3.6056,3.6056,0.0
3570,Globális növekedési részvény eszközalap,2025-12-29,2.1451,2.1451,0.0
3571,Kiegyensúlyozott vegyes eszközalap - D,2025-12-29,1.438,1.438,0.0
3572,Latin-amerikai részvény eszközalap,2025-12-29,1.2345,1.2345,0.0
3573,Magas kötvény arányú vegyes eszk. - D,2025-12-29,1.1152,1.1152,0.0
3574,Magas védelmû vegyes eszközalap,2025-12-29,1.1055,1.1055,0.0
3575,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-29,3.1166,3.1166,0.0
3576,Nyersanyagpiaci részvény eszközalap,2025-12-29,1.4686,1.4686,0.0
3577,Presztízs- és luxusmárkák rv. ea.,2025-12-29,3.7244,3.7244,0.0
3578,USA részvény eszközalap,2025-12-29,4.6599,4.6599,0.0
3579,Ázsia kötvény eszközalap,2025-12-29,2.2388,2.2388,0.0
3580,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-29,0.9522,0.9522,0.0
3581,Euró likviditás eszközalap - D,2025-12-29,0.9252,0.9252,0.0
3582,Európai ingatlancégek részv. eszközalap,2025-12-29,1.8128,1.8128,0.0
3583,Európai kötvény eszközalap - D,2025-12-29,1.2296,1.2296,0.0
3584,Európai részvény eszközalap,2025-12-29,2.6997,2.6997,0.0
3585,Európai vállalati kötvény eszközalap,2025-12-29,1.3235,1.3235,0.0
3586,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-29,1.1375,1.1375,0.0
3587,Fejlõdõ ázsiai részvény eszközalap,2025-12-29,2.3822,2.3822,0.0
3588,Fenntartható növekedés részvény eszk.,2025-12-29,3.1966,3.1966,0.0
3589,Globális egészségügyi részvény eszk.,2025-12-29,3.6056,3.6056,0.0
3590,Globális növekedési részvény eszközalap,2025-12-29,2.1451,2.1451,0.0
3591,Kiegyensúlyozott vegyes eszközalap - D,2025-12-29,1.438,1.438,0.0
3592,Latin-amerikai részvény eszközalap,2025-12-29,1.2345,1.2345,0.0
3593,Magas kötvény arányú vegyes eszk. - D,2025-12-29,1.1152,1.1152,0.0
3594,Magas védelmû vegyes eszközalap,2025-12-29,1.1055,1.1055,0.0
3595,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-29,3.1166,3.1166,0.0
3596,Nyersanyagpiaci részvény eszközalap,2025-12-29,1.4686,1.4686,0.0
3597,Presztízs- és luxusmárkák rv. ea.,2025-12-29,3.7244,3.7244,0.0
3598,USA részvény eszközalap,2025-12-29,4.6599,4.6599,0.0
3599,Ázsia kötvény eszközalap,2025-12-29,2.2388,2.2388,0.0
3600,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-29,0.9522,0.9522,0.0
3601,Euró likviditás eszközalap - D,2025-12-29,0.9252,0.9252,0.0
3602,Európai ingatlancégek részv. eszközalap,2025-12-29,1.8128,1.8128,0.0
3603,Európai kötvény eszközalap - D,2025-12-29,1.2296,1.2296,0.0
3604,Európai részvény eszközalap,2025-12-29,2.6997,2.6997,0.0
3605,Európai vállalati kötvény eszközalap,2025-12-29,1.3235,1.3235,0.0
3606,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-29,1.1375,1.1375,0.0
3607,Fejlõdõ ázsiai részvény eszközalap,2025-12-29,2.3822,2.3822,0.0
3608,Fenntartható növekedés részvény eszk.,2025-12-29,3.1966,3.1966,0.0
3609,Globális egészségügyi részvény eszk.,2025-12-29,3.6056,3.6056,0.0
3610,Globális növekedési részvény eszközalap,2025-12-29,2.1451,2.1451,0.0
3611,Kiegyensúlyozott vegyes eszközalap - D,2025-12-29,1.438,1.438,0.0
3612,Latin-amerikai részvény eszközalap,2025-12-29,1.2345,1.2345,0.0
3613,Magas kötvény arányú vegyes eszk. - D,2025-12-29,1.1152,1.1152,0.0
3614,Magas védelmû vegyes eszközalap,2025-12-29,1.1055,1.1055,0.0
3615,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-29,3.1166,3.1166,0.0
3616,Nyersanyagpiaci részvény eszközalap,2025-12-29,1.4686,1.4686,0.0
3617,Presztízs- és luxusmárkák rv. ea.,2025-12-29,3.7244,3.7244,0.0
3618,USA részvény eszközalap,2025-12-29,4.6599,4.6599,0.0
3619,Ázsia kötvény eszközalap,2025-12-29,2.2388,2.2388,0.0
3620,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-29,0.9522,0.9522,0.0
3621,Euró likviditás eszközalap - D,2025-12-29,0.9252,0.9252,0.0
3622,Európai ingatlancégek részv. eszközalap,2025-12-29,1.8128,1.8128,0.0
3623,Európai kötvény eszközalap - D,2025-12-29,1.2296,1.2296,0.0
3624,Európai részvény eszközalap,2025-12-29,2.6997,2.6997,0.0
3625,Európai vállalati kötvény eszközalap,2025-12-29,1.3235,1.3235,0.0
3626,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-29,1.1375,1.1375,0.0
3627,Fejlõdõ ázsiai részvény eszközalap,2025-12-29,2.3822,2.3822,0.0
3628,Fenntartható növekedés részvény eszk.,2025-12-29,3.1966,3.1966,0.0
3629,Globális egészségügyi részvény eszk.,2025-12-29,3.6056,3.6056,0.0
3630,Globális növekedési részvény eszközalap,2025-12-29,2.1451,2.1451,0.0
3631,Kiegyensúlyozott vegyes eszközalap - D,2025-12-29,1.438,1.438,0.0
3632,Latin-amerikai részvény eszközalap,2025-12-29,1.2345,1.2345,0.0
3633,Magas kötvény arányú vegyes eszk. - D,2025-12-29,1.1152,1.1152,0.0
3634,Magas védelmû vegyes eszközalap,2025-12-29,1.1055,1.1055,0.0
3635,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-29,3.1166,3.1166,0.0
3636,Nyersanyagpiaci részvény eszközalap,2025-12-29,1.4686,1.4686,0.0
3637,Presztízs- és luxusmárkák rv. ea.,2025-12-29,3.7244,3.7244,0.0
3638,USA részvény eszközalap,2025-12-29,4.6599,4.6599,0.0
3639,Ázsia kötvény eszközalap,2025-12-29,2.2388,2.2388,0.0
3640,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-31,0.9541,0.9541,0.0
3641,Euró likviditás eszközalap - D,2025-12-31,0.9259,0.9259,0.0
3642,Európai ingatlancégek részv. eszközalap,2025-12-31,1.8381,1.8381,0.0
3643,Európai kötvény eszközalap - D,2025-12-31,1.2315,1.2315,0.0
3644,Európai részvény eszközalap,2025-12-31,2.7187,2.7187,0.0
3645,Európai vállalati kötvény eszközalap,2025-12-31,1.3252,1.3252,0.0
3646,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-31,1.1464,1.1464,0.0
3647,Fejlõdõ ázsiai részvény eszközalap,2025-12-31,2.4221,2.4221,0.0
3648,Fenntartható növekedés részvény eszk.,2025-12-31,3.2023,3.2023,0.0
3649,Globális egészségügyi részvény eszk.,2025-12-31,3.605,3.605,0.0
3650,Globális növekedési részvény eszközalap,2025-12-31,2.1418,2.1418,0.0
3651,Kiegyensúlyozott vegyes eszközalap - D,2025-12-31,1.4412,1.4412,0.0
3652,Latin-amerikai részvény eszközalap,2025-12-31,1.2487,1.2487,0.0
3653,Magas kötvény arányú vegyes eszk. - D,2025-12-31,1.1169,1.1169,0.0
3654,Magas védelmû vegyes eszközalap,2025-12-31,1.1108,1.1108,0.0
3655,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-31,3.1417,3.1417,0.0
3656,Nyersanyagpiaci részvény eszközalap,2025-12-31,1.4778,1.4778,0.0
3657,Presztízs- és luxusmárkák rv. ea.,2025-12-31,3.7137,3.7137,0.0
3658,USA részvény eszközalap,2025-12-31,4.6563,4.6563,0.0
3659,Ázsia kötvény eszközalap,2025-12-31,2.246,2.246,0.0
3660,Aktív hozamfigyelõ vegyes eszközalap - D,2025-12-31,0.9541,0.9541,0.0
3661,Euró likviditás eszközalap - D,2025-12-31,0.9259,0.9259,0.0
3662,Európai ingatlancégek részv. eszközalap,2025-12-31,1.8381,1.8381,0.0
3663,Európai kötvény eszközalap - D,2025-12-31,1.2315,1.2315,0.0
3664,Európai részvény eszközalap,2025-12-31,2.7187,2.7187,0.0
3665,Európai vállalati kötvény eszközalap,2025-12-31,1.3252,1.3252,0.0
3666,Fejlõdõ piaci részvény ESG eszközalap-D,2025-12-31,1.1464,1.1464,0.0
3667,Fejlõdõ ázsiai részvény eszközalap,2025-12-31,2.4221,2.4221,0.0
3668,Fenntartható növekedés részvény eszk.,2025-12-31,3.2023,3.2023,0.0
3669,Globális egészségügyi részvény eszk.,2025-12-31,3.605,3.605,0.0
3670,Globális növekedési részvény eszközalap,2025-12-31,2.1418,2.1418,0.0
3671,Kiegyensúlyozott vegyes eszközalap - D,2025-12-31,1.4412,1.4412,0.0
3672,Latin-amerikai részvény eszközalap,2025-12-31,1.2487,1.2487,0.0
3673,Magas kötvény arányú vegyes eszk. - D,2025-12-31,1.1169,1.1169,0.0
3674,Magas védelmû vegyes eszközalap,2025-12-31,1.1108,1.1108,0.0
3675,Nemz. élelmiszeripari cégek rv. ea - D,2025-12-31,3.1417,3.1417,0.0
3676,Nyersanyagpiaci részvény eszközalap,2025-12-31,1.4778,1.4778,0.0
3677,Presztízs- és luxusmárkák rv. ea.,2025-12-31,3.7137,3.7137,0.0
3678,USA részvény eszközalap,2025-12-31,4.6563,4.6563,0.0
3679,Ázsia kötvény eszközalap,2025-12-31,2.246,2.246,0.0
3680,Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-05,0.9521,0.9521,0.0
3681,Euró likviditás eszközalap - D,2026-01-05,0.9259,0.9259,0.0
3682,Európai ingatlancégek részv. eszközalap,2026-01-05,1.838,1.838,0.0
3683,Európai kötvény eszközalap - D,2026-01-05,1.2316,1.2316,0.0
3684,Európai részvény eszközalap,2026-01-05,2.7163,2.7163,0.0
3685,Európai vállalati kötvény eszközalap,2026-01-05,1.3254,1.3254,0.0
3686,Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-05,1.1454,1.1454,0.0
3687,Fejlõdõ ázsiai részvény eszközalap,2026-01-05,2.415,2.415,0.0
3688,Fenntartható növekedés részvény eszk.,2026-01-05,3.1866,3.1866,0.0
3689,Globális egészségügyi részvény eszk.,2026-01-05,3.5973,3.5973,0.0
3690,Globális növekedési részvény eszközalap,2026-01-05,2.1282,2.1282,0.0
3691,Kiegyensúlyozott vegyes eszközalap - D,2026-01-05,1.4382,1.4382,0.0
3692,Latin-amerikai részvény eszközalap,2026-01-05,1.2487,1.2487,0.0
3693,Magas kötvény arányú vegyes eszk. - D,2026-01-05,1.1156,1.1156,0.0
3694,Magas védelmû vegyes eszközalap,2026-01-05,1.1108,1.1108,0.0
3695,Nemz. élelmiszeripari cégek rv. ea - D,2026-01-05,3.1416,3.1416,0.0
3696,Nyersanyagpiaci részvény eszközalap,2026-01-05,1.4778,1.4778,0.0
3697,Presztízs- és luxusmárkák rv. ea.,2026-01-05,3.6927,3.6927,0.0
3698,USA részvény eszközalap,2026-01-05,4.6264,4.6264,0.0
3699,Ázsia kötvény eszközalap,2026-01-05,2.2525,2.2525,0.0
3700,Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-05,0.9521,0.9521,0.0
3701,Euró likviditás eszközalap - D,2026-01-05,0.9259,0.9259,0.0
3702,Európai ingatlancégek részv. eszközalap,2026-01-05,1.838,1.838,0.0
3703,Európai kötvény eszközalap - D,2026-01-05,1.2316,1.2316,0.0
3704,Európai részvény eszközalap,2026-01-05,2.7163,2.7163,0.0
3705,Európai vállalati kötvény eszközalap,2026-01-05,1.3254,1.3254,0.0
3706,Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-05,1.1454,1.1454,0.0
3707,Fejlõdõ ázsiai részvény eszközalap,2026-01-05,2.415,2.415,0.0
3708,Fenntartható növekedés részvény eszk.,2026-01-05,3.1866,3.1866,0.0
3709,Globális egészségügyi részvény eszk.,2026-01-05,3.5973,3.5973,0.0
3710,Globális növekedési részvény eszközalap,2026-01-05,2.1282,2.1282,0.0
3711,Kiegyensúlyozott vegyes eszközalap - D,2026-01-05,1.4382,1.4382,0.0
3712,Latin-amerikai részvény eszközalap,2026-01-05,1.2487,1.2487,0.0
3713,Magas kötvény arányú vegyes eszk. - D,2026-01-05,1.1156,1.1156,0.0
3714,Magas védelmû vegyes eszközalap,2026-01-05,1.1108,1.1108,0.0
3715,Nemz. élelmiszeripari cégek rv. ea - D,2026-01-05,3.1416,3.1416,0.0
3716,Nyersanyagpiaci részvény eszközalap,2026-01-05,1.4778,1.4778,0.0
3717,Presztízs- és luxusmárkák rv. ea.,2026-01-05,3.6927,3.6927,0.0
3718,USA részvény eszközalap,2026-01-05,4.6264,4.6264,0.0
3719,Ázsia kötvény eszközalap,2026-01-05,2.2525,2.2525,0.0
3720,Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-05,0.9521,0.9521,0.0
3721,Euró likviditás eszközalap - D,2026-01-05,0.9259,0.9259,0.0
3722,Európai ingatlancégek részv. eszközalap,2026-01-05,1.838,1.838,0.0
3723,Európai kötvény eszközalap - D,2026-01-05,1.2316,1.2316,0.0
3724,Európai részvény eszközalap,2026-01-05,2.7163,2.7163,0.0
3725,Európai vállalati kötvény eszközalap,2026-01-05,1.3254,1.3254,0.0
3726,Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-05,1.1454,1.1454,0.0
3727,Fejlõdõ ázsiai részvény eszközalap,2026-01-05,2.415,2.415,0.0
3728,Fenntartható növekedés részvény eszk.,2026-01-05,3.1866,3.1866,0.0
3729,Globális egészségügyi részvény eszk.,2026-01-05,3.5973,3.5973,0.0
3730,Globális növekedési részvény eszközalap,2026-01-05,2.1282,2.1282,0.0
3731,Kiegyensúlyozott vegyes eszközalap - D,2026-01-05,1.4382,1.4382,0.0
3732,Latin-amerikai részvény eszközalap,2026-01-05,1.2487,1.2487,0.0
3733,Magas kötvény arányú vegyes eszk. - D,2026-01-05,1.1156,1.1156,0.0
3734,Magas védelmû vegyes eszközalap,2026-01-05,1.1108,1.1108,0.0
3735,Nemz. élelmiszeripari cégek rv. ea - D,2026-01-05,3.1416,3.1416,0.0
3736,Nyersanyagpiaci részvény eszközalap,2026-01-05,1.4778,1.4778,0.0
3737,Presztízs- és luxusmárkák rv. ea.,2026-01-05,3.6927,3.6927,0.0
3738,USA részvény eszközalap,2026-01-05,4.6264,4.6264,0.0
3739,Ázsia kötvény eszközalap,2026-01-05,2.2525,2.2525,0.0
3740,Aktív hozamfigyelõ vegyes eszközalap - D,2026-01-05,0.9521,0.9521,0.0
3741,Euró likviditás eszközalap - D,2026-01-05,0.9259,0.9259,0.0
3742,Európai ingatlancégek részv. eszközalap,2026-01-05,1.838,1.838,0.0
3743,Európai kötvény eszközalap - D,2026-01-05,1.2316,1.2316,0.0
3744,Európai részvény eszközalap,2026-01-05,2.7163,2.7163,0.0
3745,Európai vállalati kötvény eszközalap,2026-01-05,1.3254,1.3254,0.0
3746,Fejlõdõ piaci részvény ESG eszközalap-D,2026-01-05,1.1454,1.1454,0.0
3747,Fejlõdõ ázsiai részvény eszközalap,2026-01-05,2.415,2.415,0.0
3748,Fenntartható növekedés részvény eszk.,2026-01-05,3.1866,3.1866,0.0
3749,Globális egészségügyi részvény eszk.,2026-01-05,3.5973,3.5973,0.0
3750,Globális növekedési részvény eszközalap,2026-01-05,2.1282,2.1282,0.0
3751,Kiegyensúlyozott vegyes eszközalap - D,2026-01-05,1.4382,1.4382,0.0
3752,Latin-amerikai részvény eszközalap,2026-01-05,1.2487,1.2487,0.0
3753,Magas kötvény arányú vegyes eszk. - D,2026-01-05,1.1156,1.1156,0.0
3754,Magas védelmû vegyes eszközalap,2026-01-05,1.1108,1.1108,0.0
3755,Nemz. élelmiszeripari cégek rv. ea - D,2026-01-05,3.1416,3.1416,0.0
3756,Nyersanyagpiaci részvény eszközalap,2026-01-05,1.4778,1.4778,0.0
3757,Presztízs- és luxusmárkák rv. ea.,2026-01-05,3.6927,3.6927,0.0
