id,asset,opening_date,opening_euro_value,closing_date,closing_euro_value,period_yield_pct,asset_growth_pct,growth_factor,cumulative_growth,period_yield_pct_cumprod
721,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-09,0.9274,2025-07-10,0.9304,0.0033,-0.097,1.0033,1.0056,0.56
722,Euró likviditás eszközalap - D,2025-07-09,0.9248,2025-07-10,0.925,0.0002,-0.0432,1.0002,0.9988,-0.12
723,Európai ingatlancégek részv. eszközalap,2025-07-09,1.8516,2025-07-10,1.8641,0.0067,-1.1109,1.0067,0.9603,-3.97
724,Európai kötvény eszközalap - D,2025-07-09,1.2286,2025-07-10,1.2297,0.0009,-0.2355,1.0009,0.993,-0.7
725,Európai részvény eszközalap,2025-07-09,2.5236,2025-07-10,2.5534,0.0118,0.2503,1.0118,1.0039,0.39
726,Európai vállalati kötvény eszközalap,2025-07-09,1.3176,2025-07-10,1.3187,0.0008,-0.1289,1.0008,1.0002,0.02
727,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-09,1.0243,2025-07-10,1.0231,-0.0012,0.0684,0.9988,1.0099,0.99
728,Fejlõdõ ázsiai részvény eszközalap,2025-07-09,2.0491,2025-07-10,2.0509,0.0009,0.8167,1.0009,1.0435,4.35
729,Fenntartható növekedés részvény eszk.,2025-07-09,3.034,2025-07-10,3.0479,0.0046,0.0561,1.0046,1.0089,0.89
730,Globális egészségügyi részvény eszk.,2025-07-09,3.2015,2025-07-10,3.204,0.0008,-0.0843,1.0008,1.0198,1.98
731,Globális növekedési részvény eszközalap,2025-07-09,2.2472,2025-07-10,2.2476,0.0002,0.223,1.0002,0.9847,-1.53
732,Kiegyensúlyozott vegyes eszközalap - D,2025-07-09,1.3758,2025-07-10,1.3785,0.002,-0.1452,1.002,1.0033,0.33
733,Latin-amerikai részvény eszközalap,2025-07-09,1.0886,2025-07-10,1.0861,-0.0023,-0.9102,0.9977,0.9981,-0.19
734,Magas kötvény arányú vegyes eszk. - D,2025-07-09,1.0923,2025-07-10,1.0939,0.0015,-0.1919,1.0015,0.9984,-0.16
735,Magas védelmû vegyes eszközalap,2025-07-09,1.0921,2025-07-10,1.0955,0.003,0.11,1.003,1.0008,0.08
736,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-09,3.1853,2025-07-10,3.1608,-0.0077,-0.3504,0.9923,0.9612,-3.88
737,Nyersanyagpiaci részvény eszközalap,2025-07-09,1.3154,2025-07-10,1.3139,-0.0012,0.0532,0.9988,1.01,1.0
738,Presztízs- és luxusmárkák rv. ea.,2025-07-09,3.4811,2025-07-10,3.4892,0.0023,1.2095,1.0023,1.0186,1.86
739,USA részvény eszközalap,2025-07-09,4.2023,2025-07-10,4.2202,0.0042,0.1191,1.0042,1.0144,1.44
740,Ázsia kötvény eszközalap,2025-07-09,2.1824,2025-07-10,2.1905,0.0037,-0.3652,1.0037,0.9836,-1.64
741,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-10,0.9304,2025-07-11,0.9305,0.0001,0.3235,1.0001,1.0057,0.57
742,Euró likviditás eszközalap - D,2025-07-10,0.925,2025-07-11,0.9245,-0.0005,0.0216,0.9995,0.9983,-0.17
743,Európai ingatlancégek részv. eszközalap,2025-07-10,1.8641,2025-07-11,1.8576,-0.0035,0.6751,0.9965,0.9569,-4.31
744,Európai kötvény eszközalap - D,2025-07-10,1.2297,2025-07-11,1.2273,-0.002,0.0895,0.998,0.991,-0.9
745,Európai részvény eszközalap,2025-07-10,2.5534,2025-07-11,2.5507,-0.0011,1.1809,0.9989,1.0028,0.28
746,Európai vállalati kötvény eszközalap,2025-07-10,1.3187,2025-07-11,1.3172,-0.0011,0.0835,0.9989,0.9991,-0.09
747,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-10,1.0231,2025-07-11,1.0273,0.0041,-0.1172,1.0041,1.014,1.4
748,Fejlõdõ ázsiai részvény eszközalap,2025-07-10,2.0509,2025-07-11,2.0544,0.0017,0.0878,1.0017,1.0452,4.52
749,Fenntartható növekedés részvény eszk.,2025-07-10,3.0479,2025-07-11,3.0518,0.0013,0.4581,1.0013,1.0102,1.02
750,Globális egészségügyi részvény eszk.,2025-07-10,3.204,2025-07-11,3.2298,0.008,0.0781,1.008,1.028,2.8
751,Globális növekedési részvény eszközalap,2025-07-10,2.2476,2025-07-11,2.2523,0.0021,0.0178,1.0021,0.9867,-1.33
752,Kiegyensúlyozott vegyes eszközalap - D,2025-07-10,1.3785,2025-07-11,1.38,0.0011,0.1962,1.0011,1.0044,0.44
753,Latin-amerikai részvény eszközalap,2025-07-10,1.0861,2025-07-11,1.0627,-0.0216,-0.2297,0.9784,0.9765,-2.35
754,Magas kötvény arányú vegyes eszk. - D,2025-07-10,1.0939,2025-07-11,1.0935,-0.0003,0.1465,0.9997,0.9981,-0.19
755,Magas védelmû vegyes eszközalap,2025-07-10,1.0955,2025-07-11,1.0953,-0.0001,0.3113,0.9999,1.0007,0.07
756,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-10,3.1608,2025-07-11,3.184,0.0074,-0.7692,1.0074,0.9683,-3.17
757,Nyersanyagpiaci részvény eszközalap,2025-07-10,1.3139,2025-07-11,1.3353,0.0163,-0.114,1.0163,1.0265,2.65
758,Presztízs- és luxusmárkák rv. ea.,2025-07-10,3.4892,2025-07-11,3.554,0.0186,0.2327,1.0186,1.0375,3.75
759,USA részvény eszközalap,2025-07-10,4.2202,2025-07-11,4.2421,0.0052,0.426,1.0052,1.0197,1.97
760,Ázsia kötvény eszközalap,2025-07-10,2.1905,2025-07-11,2.1917,0.0005,0.3712,1.0005,0.9841,-1.59
761,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-11,0.9305,2025-07-12,0.9269,-0.0039,0.0107,0.9961,1.0017,0.17
762,Euró likviditás eszközalap - D,2025-07-11,0.9245,2025-07-12,0.9242,-0.0003,-0.0541,0.9997,0.998,-0.2
763,Európai ingatlancégek részv. eszközalap,2025-07-11,1.8576,2025-07-12,1.8458,-0.0063,-0.3487,0.9937,0.9509,-4.91
764,Európai kötvény eszközalap - D,2025-07-11,1.2273,2025-07-12,1.2254,-0.0015,-0.1952,0.9985,0.9895,-1.05
765,Európai részvény eszközalap,2025-07-11,2.5507,2025-07-12,2.5312,-0.0076,-0.1057,0.9924,0.9952,-0.48
766,Európai vállalati kötvény eszközalap,2025-07-11,1.3172,2025-07-12,1.3157,-0.0011,-0.1137,0.9989,0.998,-0.2
767,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-11,1.0273,2025-07-12,1.0236,-0.0036,0.4105,0.9964,1.0104,1.04
768,Fejlõdõ ázsiai részvény eszközalap,2025-07-11,2.0544,2025-07-12,2.0428,-0.0056,0.1707,0.9944,1.0394,3.94
769,Fenntartható növekedés részvény eszk.,2025-07-11,3.0518,2025-07-12,3.0327,-0.0063,0.128,0.9937,1.0038,0.38
770,Globális egészségügyi részvény eszk.,2025-07-11,3.2298,2025-07-12,3.2142,-0.0048,0.8052,0.9952,1.0231,2.31
771,Globális növekedési részvény eszközalap,2025-07-11,2.2523,2025-07-12,2.2332,-0.0085,0.2091,0.9915,0.9783,-2.17
772,Kiegyensúlyozott vegyes eszközalap - D,2025-07-11,1.38,2025-07-12,1.3765,-0.0025,0.1088,0.9975,1.0019,0.19
773,Latin-amerikai részvény eszközalap,2025-07-11,1.0627,2025-07-12,1.0455,-0.0161,-2.1545,0.9839,0.9608,-3.92
774,Magas kötvény arányú vegyes eszk. - D,2025-07-11,1.0935,2025-07-12,1.0912,-0.0022,-0.0366,0.9978,0.9959,-0.41
775,Magas védelmû vegyes eszközalap,2025-07-11,1.0953,2025-07-12,1.0926,-0.0025,-0.0183,0.9975,0.9982,-0.18
776,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-11,3.184,2025-07-12,3.1542,-0.0094,0.734,0.9906,0.9592,-4.08
777,Nyersanyagpiaci részvény eszközalap,2025-07-11,1.3353,2025-07-12,1.3194,-0.0119,1.6287,0.9881,1.0142,1.42
778,Presztízs- és luxusmárkák rv. ea.,2025-07-11,3.554,2025-07-12,3.5244,-0.0083,1.8572,0.9917,1.0289,2.89
779,USA részvény eszközalap,2025-07-11,4.2421,2025-07-12,4.2232,-0.0045,0.5189,0.9955,1.0151,1.51
780,Ázsia kötvény eszközalap,2025-07-11,2.1917,2025-07-12,2.1971,0.0025,0.0548,1.0025,0.9865,-1.35
781,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-12,0.9269,2025-07-12,0.9269,0.0,-0.3869,1.0,1.0017,0.17
782,Euró likviditás eszközalap - D,2025-07-12,0.9242,2025-07-12,0.9242,0.0,-0.0324,1.0,0.998,-0.2
783,Európai ingatlancégek részv. eszközalap,2025-07-12,1.8458,2025-07-12,1.8458,0.0,-0.6352,1.0,0.9509,-4.91
784,Európai kötvény eszközalap - D,2025-07-12,1.2254,2025-07-12,1.2254,0.0,-0.1548,1.0,0.9895,-1.05
785,Európai részvény eszközalap,2025-07-12,2.5312,2025-07-12,2.5312,0.0,-0.7645,1.0,0.9952,-0.48
786,Európai vállalati kötvény eszközalap,2025-07-12,1.3157,2025-07-12,1.3157,0.0,-0.1139,1.0,0.998,-0.2
787,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-12,1.0236,2025-07-12,1.0236,0.0,-0.3602,1.0,1.0104,1.04
788,Fejlõdõ ázsiai részvény eszközalap,2025-07-12,2.0428,2025-07-12,2.0428,0.0,-0.5646,1.0,1.0394,3.94
789,Fenntartható növekedés részvény eszk.,2025-07-12,3.0327,2025-07-12,3.0327,0.0,-0.6259,1.0,1.0038,0.38
790,Globális egészségügyi részvény eszk.,2025-07-12,3.2142,2025-07-12,3.2142,0.0,-0.483,1.0,1.0231,2.31
791,Globális növekedési részvény eszközalap,2025-07-12,2.2332,2025-07-12,2.2332,0.0,-0.848,1.0,0.9783,-2.17
792,Kiegyensúlyozott vegyes eszközalap - D,2025-07-12,1.3765,2025-07-12,1.3765,0.0,-0.2536,1.0,1.0019,0.19
793,Latin-amerikai részvény eszközalap,2025-07-12,1.0455,2025-07-12,1.0455,0.0,-1.6185,1.0,0.9608,-3.92
794,Magas kötvény arányú vegyes eszk. - D,2025-07-12,1.0912,2025-07-12,1.0912,0.0,-0.2103,1.0,0.9959,-0.41
795,Magas védelmû vegyes eszközalap,2025-07-12,1.0926,2025-07-12,1.0926,0.0,-0.2465,1.0,0.9982,-0.18
796,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-12,3.1542,2025-07-12,3.1542,0.0,-0.9359,1.0,0.9592,-4.08
797,Nyersanyagpiaci részvény eszközalap,2025-07-12,1.3194,2025-07-12,1.3194,0.0,-1.1907,1.0,1.0142,1.42
798,Presztízs- és luxusmárkák rv. ea.,2025-07-12,3.5244,2025-07-12,3.5244,0.0,-0.8329,1.0,1.0289,2.89
799,USA részvény eszközalap,2025-07-12,4.2232,2025-07-12,4.2232,0.0,-0.4455,1.0,1.0151,1.51
800,Ázsia kötvény eszközalap,2025-07-12,2.1971,2025-07-12,2.1971,0.0,0.2464,1.0,0.9865,-1.35
801,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-13,0.9269,2025-07-13,0.9269,0.0,0.0,1.0,1.0017,0.17
802,Euró likviditás eszközalap - D,2025-07-13,0.9242,2025-07-13,0.9242,0.0,0.0,1.0,0.998,-0.2
803,Európai ingatlancégek részv. eszközalap,2025-07-13,1.8458,2025-07-13,1.8458,0.0,0.0,1.0,0.9509,-4.91
804,Európai kötvény eszközalap - D,2025-07-13,1.2254,2025-07-13,1.2254,0.0,0.0,1.0,0.9895,-1.05
805,Európai részvény eszközalap,2025-07-13,2.5312,2025-07-13,2.5312,0.0,0.0,1.0,0.9952,-0.48
806,Európai vállalati kötvény eszközalap,2025-07-13,1.3157,2025-07-13,1.3157,0.0,0.0,1.0,0.998,-0.2
807,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-13,1.0236,2025-07-13,1.0236,0.0,0.0,1.0,1.0104,1.04
808,Fejlõdõ ázsiai részvény eszközalap,2025-07-13,2.0428,2025-07-13,2.0428,0.0,0.0,1.0,1.0394,3.94
809,Fenntartható növekedés részvény eszk.,2025-07-13,3.0327,2025-07-13,3.0327,0.0,0.0,1.0,1.0038,0.38
810,Globális egészségügyi részvény eszk.,2025-07-13,3.2142,2025-07-13,3.2142,0.0,0.0,1.0,1.0231,2.31
811,Globális növekedési részvény eszközalap,2025-07-13,2.2332,2025-07-13,2.2332,0.0,0.0,1.0,0.9783,-2.17
812,Kiegyensúlyozott vegyes eszközalap - D,2025-07-13,1.3765,2025-07-13,1.3765,0.0,0.0,1.0,1.0019,0.19
813,Latin-amerikai részvény eszközalap,2025-07-13,1.0455,2025-07-13,1.0455,0.0,0.0,1.0,0.9608,-3.92
814,Magas kötvény arányú vegyes eszk. - D,2025-07-13,1.0912,2025-07-13,1.0912,0.0,0.0,1.0,0.9959,-0.41
815,Magas védelmû vegyes eszközalap,2025-07-13,1.0926,2025-07-13,1.0926,0.0,0.0,1.0,0.9982,-0.18
816,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-13,3.1542,2025-07-13,3.1542,0.0,0.0,1.0,0.9592,-4.08
817,Nyersanyagpiaci részvény eszközalap,2025-07-13,1.3194,2025-07-13,1.3194,0.0,0.0,1.0,1.0142,1.42
818,Presztízs- és luxusmárkák rv. ea.,2025-07-13,3.5244,2025-07-13,3.5244,0.0,0.0,1.0,1.0289,2.89
819,USA részvény eszközalap,2025-07-13,4.2232,2025-07-13,4.2232,0.0,0.0,1.0,1.0151,1.51
820,Ázsia kötvény eszközalap,2025-07-13,2.1971,2025-07-13,2.1971,0.0,0.0,1.0,0.9865,-1.35
821,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-14,0.9269,2025-07-14,0.9269,0.0,0.0,1.0,1.0017,0.17
822,Euró likviditás eszközalap - D,2025-07-14,0.9242,2025-07-14,0.9242,0.0,0.0,1.0,0.998,-0.2
823,Európai ingatlancégek részv. eszközalap,2025-07-14,1.8458,2025-07-14,1.8458,0.0,0.0,1.0,0.9509,-4.91
824,Európai kötvény eszközalap - D,2025-07-14,1.2254,2025-07-14,1.2254,0.0,0.0,1.0,0.9895,-1.05
825,Európai részvény eszközalap,2025-07-14,2.5312,2025-07-14,2.5312,0.0,0.0,1.0,0.9952,-0.48
826,Európai vállalati kötvény eszközalap,2025-07-14,1.3157,2025-07-14,1.3157,0.0,0.0,1.0,0.998,-0.2
827,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-14,1.0236,2025-07-14,1.0236,0.0,0.0,1.0,1.0104,1.04
828,Fejlõdõ ázsiai részvény eszközalap,2025-07-14,2.0428,2025-07-14,2.0428,0.0,0.0,1.0,1.0394,3.94
829,Fenntartható növekedés részvény eszk.,2025-07-14,3.0327,2025-07-14,3.0327,0.0,0.0,1.0,1.0038,0.38
830,Globális egészségügyi részvény eszk.,2025-07-14,3.2142,2025-07-14,3.2142,0.0,0.0,1.0,1.0231,2.31
831,Globális növekedési részvény eszközalap,2025-07-14,2.2332,2025-07-14,2.2332,0.0,0.0,1.0,0.9783,-2.17
832,Kiegyensúlyozott vegyes eszközalap - D,2025-07-14,1.3765,2025-07-14,1.3765,0.0,0.0,1.0,1.0019,0.19
833,Latin-amerikai részvény eszközalap,2025-07-14,1.0455,2025-07-14,1.0455,0.0,0.0,1.0,0.9608,-3.92
834,Magas kötvény arányú vegyes eszk. - D,2025-07-14,1.0912,2025-07-14,1.0912,0.0,0.0,1.0,0.9959,-0.41
835,Magas védelmû vegyes eszközalap,2025-07-14,1.0926,2025-07-14,1.0926,0.0,0.0,1.0,0.9982,-0.18
836,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-14,3.1542,2025-07-14,3.1542,0.0,0.0,1.0,0.9592,-4.08
837,Nyersanyagpiaci részvény eszközalap,2025-07-14,1.3194,2025-07-14,1.3194,0.0,0.0,1.0,1.0142,1.42
838,Presztízs- és luxusmárkák rv. ea.,2025-07-14,3.5244,2025-07-14,3.5244,0.0,0.0,1.0,1.0289,2.89
839,USA részvény eszközalap,2025-07-14,4.2232,2025-07-14,4.2232,0.0,0.0,1.0,1.0151,1.51
840,Ázsia kötvény eszközalap,2025-07-14,2.1971,2025-07-14,2.1971,0.0,0.0,1.0,0.9865,-1.35
841,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-15,0.9272,2025-07-16,0.9263,-0.001,0.0324,0.999,1.0007,0.07
842,Euró likviditás eszközalap - D,2025-07-15,0.9246,2025-07-16,0.925,0.0004,0.0433,1.0004,0.9984,-0.16
843,Európai ingatlancégek részv. eszközalap,2025-07-15,1.848,2025-07-16,1.8464,-0.0008,0.1192,0.9992,0.9501,-4.99
844,Európai kötvény eszközalap - D,2025-07-15,1.2257,2025-07-16,1.2279,0.0018,0.0245,1.0018,0.9913,-0.87
845,Európai részvény eszközalap,2025-07-15,2.5244,2025-07-16,2.516,-0.0033,-0.2686,0.9967,0.9919,-0.81
846,Európai vállalati kötvény eszközalap,2025-07-15,1.3165,2025-07-16,1.3179,0.0011,0.0608,1.0011,0.9991,-0.09
847,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-15,1.022,2025-07-16,1.0348,0.0125,-0.1563,1.0125,1.023,2.3
848,Fejlõdõ ázsiai részvény eszközalap,2025-07-15,2.0543,2025-07-16,2.0853,0.0151,0.563,1.0151,1.0551,5.51
849,Fenntartható növekedés részvény eszk.,2025-07-15,3.0347,2025-07-16,3.0371,0.0008,0.0659,1.0008,1.0046,0.46
850,Globális egészségügyi részvény eszk.,2025-07-15,3.201,2025-07-16,3.1958,-0.0016,-0.4107,0.9984,1.0214,2.14
851,Globális növekedési részvény eszközalap,2025-07-15,2.2403,2025-07-16,2.2349,-0.0024,0.3179,0.9976,0.976,-2.4
852,Kiegyensúlyozott vegyes eszközalap - D,2025-07-15,1.376,2025-07-16,1.3791,0.0023,-0.0363,1.0023,1.0042,0.42
853,Latin-amerikai részvény eszközalap,2025-07-15,1.0432,2025-07-16,1.0494,0.0059,-0.22,1.0059,0.9665,-3.35
854,Magas kötvény arányú vegyes eszk. - D,2025-07-15,1.0908,2025-07-16,1.093,0.0021,-0.0367,1.0021,0.998,-0.2
855,Magas védelmû vegyes eszközalap,2025-07-15,1.0921,2025-07-16,1.0915,-0.0006,-0.0458,0.9994,0.9976,-0.24
856,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-15,3.1618,2025-07-16,3.1553,-0.0021,0.2409,0.9979,0.9572,-4.28
857,Nyersanyagpiaci részvény eszközalap,2025-07-15,1.3208,2025-07-16,1.3099,-0.0083,0.1061,0.9917,1.0058,0.58
858,Presztízs- és luxusmárkák rv. ea.,2025-07-15,3.5119,2025-07-16,3.5166,0.0013,-0.3547,1.0013,1.0302,3.02
859,USA részvény eszközalap,2025-07-15,4.234,2025-07-16,4.237,0.0007,0.2557,1.0007,1.0158,1.58
860,Ázsia kötvény eszközalap,2025-07-15,2.1956,2025-07-16,2.1949,-0.0003,-0.0683,0.9997,0.9862,-1.38
861,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-16,0.9263,2025-07-17,0.9267,0.0005,-0.0971,1.0005,1.0012,0.12
862,Euró likviditás eszközalap - D,2025-07-16,0.925,2025-07-17,0.9253,0.0003,0.0433,1.0003,0.9987,-0.13
863,Európai ingatlancégek részv. eszközalap,2025-07-16,1.8464,2025-07-17,1.8297,-0.009,-0.0866,0.991,0.9416,-5.84
864,Európai kötvény eszközalap - D,2025-07-16,1.2279,2025-07-17,1.2293,0.0011,0.1795,1.0011,0.9924,-0.76
865,Európai részvény eszközalap,2025-07-16,2.516,2025-07-17,2.4923,-0.0094,-0.3328,0.9906,0.9826,-1.74
866,Európai vállalati kötvény eszközalap,2025-07-16,1.3179,2025-07-17,1.3184,0.0004,0.1063,1.0004,0.9995,-0.05
867,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-16,1.0348,2025-07-17,1.0323,-0.0024,1.2524,0.9976,1.0206,2.06
868,Fejlõdõ ázsiai részvény eszközalap,2025-07-16,2.0853,2025-07-17,2.0858,0.0002,1.509,1.0002,1.0553,5.53
869,Fenntartható növekedés részvény eszk.,2025-07-16,3.0371,2025-07-17,3.0344,-0.0009,0.0791,0.9991,1.0037,0.37
870,Globális egészségügyi részvény eszk.,2025-07-16,3.1958,2025-07-17,3.175,-0.0065,-0.1624,0.9935,1.0148,1.48
871,Globális növekedési részvény eszközalap,2025-07-16,2.2349,2025-07-17,2.2377,0.0013,-0.241,1.0013,0.9773,-2.27
872,Kiegyensúlyozott vegyes eszközalap - D,2025-07-16,1.3791,2025-07-17,1.3813,0.0015,0.2253,1.0015,1.0057,0.57
873,Latin-amerikai részvény eszközalap,2025-07-16,1.0494,2025-07-17,1.0429,-0.0062,0.5943,0.9938,0.9605,-3.95
874,Magas kötvény arányú vegyes eszk. - D,2025-07-16,1.093,2025-07-17,1.0944,0.0013,0.2017,1.0013,0.9993,-0.07
875,Magas védelmû vegyes eszközalap,2025-07-16,1.0915,2025-07-17,1.0897,-0.0017,-0.0549,0.9983,0.9959,-0.41
876,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-16,3.1553,2025-07-17,3.1333,-0.007,-0.2056,0.993,0.9505,-4.95
877,Nyersanyagpiaci részvény eszközalap,2025-07-16,1.3099,2025-07-17,1.2943,-0.0119,-0.8253,0.9881,0.9939,-0.61
878,Presztízs- és luxusmárkák rv. ea.,2025-07-16,3.5166,2025-07-17,3.4949,-0.0062,0.1338,0.9938,1.0238,2.38
879,USA részvény eszközalap,2025-07-16,4.237,2025-07-17,4.2548,0.0042,0.0709,1.0042,1.0201,2.01
880,Ázsia kötvény eszközalap,2025-07-16,2.1949,2025-07-17,2.2048,0.0045,-0.0319,1.0045,0.9907,-0.93
881,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-17,0.9267,2025-07-18,0.9297,0.0032,0.0432,1.0032,1.0044,0.44
882,Euró likviditás eszközalap - D,2025-07-17,0.9253,2025-07-18,0.9253,0.0,0.0324,1.0,0.9987,-0.13
883,Európai ingatlancégek részv. eszközalap,2025-07-17,1.8297,2025-07-18,1.8365,0.0037,-0.9045,1.0037,0.945,-5.5
884,Európai kötvény eszközalap - D,2025-07-17,1.2293,2025-07-18,1.2302,0.0008,0.114,1.0008,0.9932,-0.68
885,Európai részvény eszközalap,2025-07-17,2.4923,2025-07-18,2.5292,0.0148,-0.942,1.0148,0.9972,-0.28
886,Európai vállalati kötvény eszközalap,2025-07-17,1.3184,2025-07-18,1.3192,0.0006,0.0379,1.0006,1.0001,0.01
887,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-17,1.0323,2025-07-18,1.0394,0.0069,-0.2416,1.0069,1.0276,2.76
888,Fejlõdõ ázsiai részvény eszközalap,2025-07-17,2.0858,2025-07-18,2.097,0.0054,0.024,1.0054,1.061,6.1
889,Fenntartható növekedés részvény eszk.,2025-07-17,3.0344,2025-07-18,3.0637,0.0097,-0.0889,1.0097,1.0134,1.34
890,Globális egészségügyi részvény eszk.,2025-07-17,3.175,2025-07-18,3.1464,-0.009,-0.6509,0.991,1.0056,0.56
891,Globális növekedési részvény eszközalap,2025-07-17,2.2377,2025-07-18,2.2692,0.014,0.1253,1.014,0.9909,-0.91
892,Kiegyensúlyozott vegyes eszközalap - D,2025-07-17,1.3813,2025-07-18,1.3872,0.0043,0.1595,1.0043,1.0101,1.01
893,Latin-amerikai részvény eszközalap,2025-07-17,1.0429,2025-07-18,1.0601,0.0165,-0.6194,1.0165,0.9763,-2.37
894,Magas kötvény arányú vegyes eszk. - D,2025-07-17,1.0944,2025-07-18,1.0973,0.0027,0.1281,1.0027,1.002,0.2
895,Magas védelmû vegyes eszközalap,2025-07-17,1.0897,2025-07-18,1.0925,0.0027,-0.1649,1.0027,0.9986,-0.14
896,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-17,3.1333,2025-07-18,3.1767,0.0139,-0.6972,1.0139,0.9637,-3.63
897,Nyersanyagpiaci részvény eszközalap,2025-07-17,1.2943,2025-07-18,1.3079,0.0105,-1.1909,1.0105,1.0043,0.43
898,Presztízs- és luxusmárkák rv. ea.,2025-07-17,3.4949,2025-07-18,3.5139,0.0054,-0.6171,1.0054,1.0294,2.94
899,USA részvény eszközalap,2025-07-17,4.2548,2025-07-18,4.2794,0.0058,0.4201,1.0058,1.026,2.6
900,Ázsia kötvény eszközalap,2025-07-17,2.2048,2025-07-18,2.2106,0.0027,0.451,1.0027,0.9933,-0.67
901,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-18,0.9297,2025-07-19,0.9295,-0.0002,0.3237,0.9998,1.0042,0.42
902,Euró likviditás eszközalap - D,2025-07-18,0.9253,2025-07-19,0.9251,-0.0002,0.0,0.9998,0.9985,-0.15
903,Európai ingatlancégek részv. eszközalap,2025-07-18,1.8365,2025-07-19,1.8467,0.0056,0.3716,1.0056,0.9503,-4.97
904,Európai kötvény eszközalap - D,2025-07-18,1.2302,2025-07-19,1.2285,-0.0014,0.0732,0.9986,0.9918,-0.82
905,Európai részvény eszközalap,2025-07-18,2.5292,2025-07-19,2.5198,-0.0037,1.4806,0.9963,0.9935,-0.65
906,Európai vállalati kötvény eszközalap,2025-07-18,1.3192,2025-07-19,1.3184,-0.0006,0.0607,0.9994,0.9995,-0.05
907,Fejlõdõ piaci részvény ESG eszközalap-D,2025-07-18,1.0394,2025-07-19,1.0393,-0.0001,0.6878,0.9999,1.0275,2.75
908,Fejlõdõ ázsiai részvény eszközalap,2025-07-18,2.097,2025-07-19,2.0988,0.0008,0.537,1.0008,1.0618,6.18
909,Fenntartható növekedés részvény eszk.,2025-07-18,3.0637,2025-07-19,3.0433,-0.0067,0.9656,0.9933,1.0067,0.67
910,Globális egészségügyi részvény eszk.,2025-07-18,3.1464,2025-07-19,3.1593,0.0041,-0.9008,1.0041,1.0098,0.98
911,Globális növekedési részvény eszközalap,2025-07-18,2.2692,2025-07-19,2.2603,-0.0039,1.4077,0.9961,0.9871,-1.29
912,Kiegyensúlyozott vegyes eszközalap - D,2025-07-18,1.3872,2025-07-19,1.385,-0.0015,0.4271,0.9985,1.0085,0.85
913,Latin-amerikai részvény eszközalap,2025-07-18,1.0601,2025-07-19,1.0479,-0.0115,1.6492,0.9885,0.9651,-3.49
914,Magas kötvény arányú vegyes eszk. - D,2025-07-18,1.0973,2025-07-19,1.0955,-0.0017,0.265,0.9983,1.0002,0.02
915,Magas védelmû vegyes eszközalap,2025-07-18,1.0925,2025-07-19,1.0917,-0.0008,0.257,0.9992,0.9978,-0.22
916,Nemz. élelmiszeripari cégek rv. ea - D,2025-07-18,3.1767,2025-07-19,3.1777,0.0003,1.3851,1.0003,0.964,-3.6
917,Nyersanyagpiaci részvény eszközalap,2025-07-18,1.3079,2025-07-19,1.3074,-0.0004,1.0508,0.9996,1.0039,0.39
918,Presztízs- és luxusmárkák rv. ea.,2025-07-18,3.5139,2025-07-19,3.5171,0.0009,0.5436,1.0009,1.0303,3.03
919,USA részvény eszközalap,2025-07-18,4.2794,2025-07-19,4.2601,-0.0045,0.5782,0.9955,1.0214,2.14
920,Ázsia kötvény eszközalap,2025-07-18,2.2106,2025-07-19,2.2058,-0.0022,0.2631,0.9978,0.9912,-0.88
921,Aktív hozamfigyelõ vegyes eszközalap - D,2025-07-19,0.9295,2025-07-19,0.9295,0.0,-0.0215,1.0,1.0042,0.42
922,Euró likviditás eszközalap - D,2025-07-19,0.9251,2025-07-19,0.9251,0.0,-0.0216,1.0,0.9985,-0.15
923,Európai ingatlancégek részv. eszközalap,2025-07-19,1.8467,2025-07-19,1.8467,0.0,0.5554,1.0,0.9503,-4.97
